,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
29272,Higienópolis,3,0,0,100,1200.0,180.0,21.0
29275,Península,2,1,1,80,2600.0,1351.0,0.0
29276,Leme,3,1,1,100,2200.0,1900.0,170.0
29283,Grajaú,3,0,0,80,1600.0,600.0,24.0
29286,Engenho de Dentro,2,1,0,81,1250.0,599.0,13.0
29289,Vila Isabel,3,2,1,180,2500.0,850.0,3200.0
29296,Lins de Vasconcelos,2,1,1,100,1000.0,668.0,67.0
29297,Barra da Tijuca,2,2,1,174,2200.0,1800.0,0.0
29304,Laranjeiras,3,0,0,111,2500.0,767.0,0.0
29305,Recreio dos Bandeirantes,2,1,1,72,1500.0,730.0,70.0
29327,Botafogo,2,0,0,73,2400.0,460.0,46.0
29329,Recreio dos Bandeirantes,3,3,2,300,2400.0,872.0,395.0
29344,Recreio dos Bandeirantes,2,1,1,90,2300.0,658.0,1780.0
29347,Flamengo,3,1,1,110,2900.0,846.0,0.0
29365,Vila Isabel,2,0,0,80,1500.0,494.0,85.0
29367,Copacabana,2,0,0,96,2500.0,1050.0,340.0
29374,Recreio dos Bandeirantes,2,2,1,100,2800.0,810.0,0.0
29377,Tijuca,3,1,1,87,2200.0,850.0,0.0
29388,Copacabana,3,0,0,75,1600.0,1147.0,131.0
29405,Recreio dos Bandeirantes,3,2,1,76,2300.0,700.0,1700.0
29414,Recreio dos Bandeirantes,3,2,1,140,2400.0,1600.0,450.0
29417,Copacabana,3,0,0,90,2900.0,980.0,150.0
29420,Flamengo,2,1,0,80,2950.0,800.0,120.0
29430,Barra da Tijuca,3,1,2,80,1700.0,910.0,106.0
29442,Recreio dos Bandeirantes,3,2,1,110,2391.0,400.0,2400.0
29453,Recreio dos Bandeirantes,2,2,2,164,2100.0,1550.0,350.0
29466,Freguesia (Jacarepaguá),2,1,1,95,1650.0,788.0,163.0
29486,Campo Grande,4,2,2,168,2200.0,700.0,0.0
29487,Barra da Tijuca,2,1,2,84,2500.0,1547.0,0.0
29488,Pechincha,3,1,1,167,2100.0,1200.0,0.0
29491,Santa Teresa,3,0,1,150,2700.0,231.0,98.0
29494,Laranjeiras,3,1,0,137,2900.0,800.0,0.0
29495,Grajaú,3,2,1,100,2200.0,718.0,127.0
29507,Barra de Guaratiba,2,1,1,74,2200.0,1350.0,142.0
29512,Cosme Velho,2,1,0,90,2900.0,770.0,1705.0
29517,Campo Grande,4,1,1,80,1600.0,950.0,0.0
29521,Grajaú,3,1,0,75,2000.0,600.0,609.0
29528,Recreio dos Bandeirantes,2,1,1,80,1300.0,936.0,183.0
29534,Recreio dos Bandeirantes,2,1,1,71,2800.0,790.0,160.0
29536,Recreio dos Bandeirantes,3,0,0,92,1800.0,628.0,186.0
29554,Recreio dos Bandeirantes,3,2,1,90,1600.0,750.0,0.0
29555,Freguesia (Jacarepaguá),3,2,1,123,2100.0,1115.0,1172.0
29571,Barra da Tijuca,2,1,1,84,2250.0,1306.0,200.0
29578,Recreio dos Bandeirantes,3,2,1,110,1950.0,650.0,207.0
29580,Laranjeiras,3,1,0,99,2300.0,768.0,125.0
29581,Barra da Tijuca,2,1,1,74,2400.0,931.0,158.0
29583,Freguesia (Jacarepaguá),3,2,2,140,2400.0,1335.0,0.0
29593,Recreio dos Bandeirantes,2,1,1,76,2500.0,700.0,180.0
29594,Tijuca,2,1,0,80,1800.0,450.0,96.0
29599,Tijuca,2,0,0,84,1600.0,300.0,0.0
29602,Recreio dos Bandeirantes,3,4,1,184,2800.0,1700.0,0.0
29605,Barra da Tijuca,2,1,0,84,2200.0,1425.0,280.0
29608,Pechincha,3,1,1,102,1900.0,1034.0,142.0
29617,Recreio dos Bandeirantes,2,1,1,73,1700.0,650.0,145.0
29620,Laranjeiras,3,1,1,130,2700.0,1100.0,239.0
29623,Barra da Tijuca,2,1,0,77,2500.0,700.0,1500.0
29630,Botafogo,3,0,1,84,2400.0,789.0,157.0
29644,Recreio dos Bandeirantes,3,3,1,180,2800.0,1210.0,4222.0
29650,Freguesia (Jacarepaguá),3,1,1,89,1700.0,900.0,0.0
29656,Cascadura,2,1,0,78,700.0,591.0,0.0
29659,Botafogo,2,0,0,79,2200.0,881.0,110.0
29665,Pechincha,2,1,1,74,1200.0,650.0,61.0
29666,Freguesia (Jacarepaguá),3,1,1,115,1990.0,950.0,100.0
29671,Tijuca,3,2,1,90,2500.0,800.0,0.0
29676,Recreio dos Bandeirantes,2,1,1,75,2790.0,650.0,129.0
29688,Recreio dos Bandeirantes,3,2,1,80,1500.0,950.0,2849.0
29700,Freguesia (Jacarepaguá),3,1,1,81,1800.0,900.0,134.0
29710,Recreio dos Bandeirantes,3,1,2,90,1400.0,900.0,160.0
29717,Praça Seca,3,2,1,120,1400.0,250.0,0.0
29719,Barra da Tijuca,2,1,1,72,1500.0,909.0,1120.0
29720,Tijuca,3,1,0,90,2200.0,600.0,83.0
29731,Rio Comprido,2,1,0,90,2300.0,778.0,71.0
29733,Braz de Pina,2,2,1,90,1800.0,630.0,0.0
29738,Tijuca,2,1,0,73,1700.0,500.0,0.0
29739,Recreio dos Bandeirantes,2,1,1,90,1600.0,988.0,180.0
29762,Recreio dos Bandeirantes,3,2,0,122,2400.0,837.0,248.0
29765,Recreio dos Bandeirantes,4,2,1,220,2950.0,900.0,0.0
29766,Barra da Tijuca,3,2,1,84,1600.0,750.0,0.0
29781,Barra da Tijuca,2,1,1,78,2200.0,1050.0,1000.0
29784,Tijuca,2,1,1,85,1800.0,848.0,107.0
29790,Barra da Tijuca,2,1,1,80,2500.0,1213.0,112.0
29792,Tijuca,2,1,0,73,1800.0,630.0,0.0
29796,Botafogo,2,1,1,86,2900.0,950.0,0.0
29801,Rio Comprido,2,1,0,71,940.0,550.0,14.0
29814,Recreio dos Bandeirantes,2,1,1,100,2000.0,850.0,180.0
29830,Gávea,2,0,0,80,2700.0,637.0,130.0
29833,Barra da Tijuca,2,1,0,91,2000.0,1100.0,0.0
29834,Recreio dos Bandeirantes,2,1,1,73,1600.0,800.0,152.0
29835,Recreio dos Bandeirantes,2,2,1,90,1800.0,425.0,100.0
29846,Humaitá,3,1,1,90,2850.0,1160.0,260.0
29858,Recreio dos Bandeirantes,3,3,3,128,2800.0,550.0,3497.0
29865,Recreio dos Bandeirantes,2,2,1,125,2000.0,917.0,283.0
29869,Barra da Tijuca,2,1,1,72,1600.0,955.0,1734.0
29872,Rio Comprido,3,0,0,98,2000.0,600.0,30.0
29878,Recreio dos Bandeirantes,3,1,1,80,1800.0,400.0,0.0
29887,Recreio dos Bandeirantes,3,1,2,80,1700.0,890.0,185.0
29889,Barra da Tijuca,3,1,1,75,1700.0,760.0,0.0
29891,Barra da Tijuca,2,1,1,80,2600.0,750.0,750.0
29896,Anil,3,2,1,117,2200.0,250.0,75.0
29900,Tijuca,3,1,0,80,1900.0,646.0,40.0
29905,Laranjeiras,3,0,0,137,2900.0,800.0,200.0
29906,Recreio dos Bandeirantes,3,1,1,78,1900.0,550.0,0.0
29920,Tauá,3,1,1,100,1600.0,250.0,100.0
29924,Recreio dos Bandeirantes,3,1,1,84,1800.0,850.0,150.0
29933,Laranjeiras,3,1,1,110,2950.0,1200.0,228.0
29938,Pechincha,3,1,0,79,1300.0,700.0,90.0
29946,Vila Isabel,3,0,1,115,2100.0,450.0,90.0
29952,Rio Comprido,2,1,1,89,2100.0,530.0,90.0
29956,Maracanã,2,1,1,80,2000.0,750.0,80.0
29959,Barra da Tijuca,2,1,1,100,2600.0,1550.0,0.0
29977,Camorim,3,2,1,74,1500.0,650.0,0.0
29986,Freguesia (Jacarepaguá),4,2,2,109,2500.0,864.0,194.0
29987,Recreio dos Bandeirantes,3,0,1,110,2500.0,500.0,250.0
30010,Taquara,2,1,1,78,1800.0,736.0,115.0
30011,Campo Grande,2,1,1,80,1000.0,400.0,0.0
30017,Tijuca,2,1,1,87,1800.0,989.0,185.0
30018,Taquara,3,1,1,72,1500.0,550.0,0.0
30021,Barra da Tijuca,2,2,0,78,2500.0,700.0,150.0
30022,Tijuca,3,0,0,105,2000.0,512.0,130.0
30024,Lagoa,2,1,1,80,2800.0,724.0,203.0
30025,São Conrado,2,1,1,78,2200.0,997.0,201.0
30028,Engenho Novo,2,1,1,80,1100.0,480.0,70.0
30046,Tijuca,2,1,0,80,2000.0,650.0,124.0
30070,Barra da Tijuca,3,1,1,112,2599.0,1450.0,240.0
30076,Tijuca,2,1,0,88,1200.0,640.0,0.0
30077,Recreio dos Bandeirantes,2,2,1,104,2200.0,542.0,170.0
30080,Rio Comprido,2,1,0,81,700.0,885.0,89.0
30087,Recreio dos Bandeirantes,3,0,2,95,1800.0,1250.0,0.0
30093,Taquara,2,1,0,160,1800.0,751.0,0.0
30098,Barra da Tijuca,2,1,1,87,2000.0,1100.0,120.0
30100,Barra da Tijuca,3,2,0,105,2900.0,1500.0,265.0
30104,Barra da Tijuca,3,2,2,179,1990.0,1787.0,447.0
30111,Ipanema,2,0,0,90,2700.0,1578.0,244.0
30115,Tijuca,2,1,0,85,1850.0,440.0,48.0
30122,Recreio dos Bandeirantes,3,1,1,97,2000.0,658.0,105.0
30128,Recreio dos Bandeirantes,2,2,1,107,1600.0,675.0,200.0
30139,Recreio dos Bandeirantes,2,1,2,75,1700.0,1020.0,170.0
30145,Barra da Tijuca,2,1,1,72,2000.0,800.0,62.0
30150,Tijuca,3,1,0,85,2500.0,650.0,83.0
30151,Barra da Tijuca,3,2,1,110,2290.0,1600.0,250.0
30178,Tijuca,3,0,0,104,1800.0,400.0,0.0
30183,Tijuca,2,1,1,90,2500.0,600.0,130.0
30185,Recreio dos Bandeirantes,3,2,1,95,2100.0,780.0,210.0
30191,Riachuelo,3,1,1,94,900.0,600.0,0.0
30193,Ipanema,2,0,0,73,2200.0,560.0,211.0
30195,Gávea,3,0,0,120,2700.0,880.0,238.0
30196,Barra da Tijuca,4,1,1,120,2450.0,1778.0,375.0
30204,Pechincha,3,1,1,87,1200.0,690.0,89.0
30260,Flamengo,2,1,0,80,2800.0,900.0,130.0
30262,Jacarepaguá,3,1,1,71,1900.0,720.0,0.0
30263,Recreio dos Bandeirantes,2,1,2,72,2600.0,1050.0,300.0
30267,Copacabana,3,0,0,80,2500.0,1146.0,96.0
30269,Botafogo,2,1,0,73,2300.0,800.0,0.0
30274,Riachuelo,3,1,1,90,1800.0,650.0,75.0
30284,Catete,2,0,0,84,2650.0,860.0,159.0
30285,Vila da Penha,2,1,1,98,980.0,660.0,59.0
30299,Barra da Tijuca,2,1,1,78,2200.0,1100.0,90.0
30320,Gávea,3,0,1,120,2900.0,880.0,239.0
30321,Recreio dos Bandeirantes,2,2,1,75,1800.0,805.0,180.0
30323,Recreio dos Bandeirantes,4,3,2,103,2850.0,1066.0,215.0
30342,Barra da Tijuca,2,1,1,80,2000.0,1350.0,0.0
30344,Copacabana,3,0,1,100,2500.0,1000.0,120.0
30352,Freguesia (Jacarepaguá),2,1,1,89,2200.0,850.0,120.0
30364,Tijuca,3,1,1,118,2600.0,594.0,161.0
30367,Tijuca,4,1,0,131,2800.0,585.0,1377.0
30391,Grajaú,2,1,1,78,1900.0,580.0,0.0
30392,Grajaú,2,1,1,76,1300.0,840.0,85.0
30397,Andaraí,2,0,0,72,1600.0,820.0,0.0
30438,Jardim Botânico,3,1,0,73,2700.0,1060.0,168.0
30449,Laranjeiras,3,0,0,110,2600.0,780.0,60.0
30462,Tijuca,3,1,0,100,2000.0,800.0,0.0
30464,Recreio dos Bandeirantes,3,2,1,100,2200.0,600.0,0.0
30465,Grajaú,2,0,0,79,1700.0,323.0,79.0
30471,Barra da Tijuca,2,1,0,75,1150.0,1160.0,0.0
30480,São Conrado,2,1,2,87,2500.0,732.0,275.0
30484,Recreio dos Bandeirantes,3,1,3,76,2100.0,1100.0,1200.0
30492,Santa Teresa,3,1,1,75,2700.0,613.0,0.0
30497,Flamengo,3,1,0,92,2500.0,950.0,144.0
30499,Recreio dos Bandeirantes,2,1,1,82,1600.0,813.0,160.0
30505,Copacabana,3,1,0,160,2500.0,2200.0,300.0
30516,Estácio,2,1,0,83,1600.0,751.0,0.0
30519,Freguesia (Jacarepaguá),3,1,1,81,1700.0,750.0,950.0
30521,Tijuca,2,1,0,79,2000.0,891.0,0.0
30527,Tijuca,2,1,0,76,2500.0,724.0,0.0
30533,Botafogo,2,1,1,90,2950.0,1026.0,215.0
30539,Freguesia (Jacarepaguá),2,1,2,125,2300.0,928.0,214.0
30543,Copacabana,3,1,0,105,2500.0,1400.0,220.0
30545,Méier,2,1,0,85,1100.0,180.0,79.0
30549,Lagoa,2,1,1,82,2800.0,1270.0,234.0
30554,Barra da Tijuca,3,1,1,110,2900.0,720.0,280.0
30556,Copacabana,3,0,0,120,2700.0,1187.0,305.0
30560,Recreio dos Bandeirantes,2,1,0,76,1600.0,478.0,157.0
30569,Recreio dos Bandeirantes,3,2,0,110,2500.0,754.0,2181.0
30580,Andaraí,3,0,0,90,1650.0,250.0,70.0
30588,Copacabana,2,1,0,80,2600.0,845.0,90.0
30599,Campo Grande,4,2,1,140,2000.0,600.0,0.0
30600,Barra da Tijuca,2,2,1,140,1900.0,950.0,180.0
30612,Copacabana,2,0,0,74,2200.0,950.0,0.0
30621,Freguesia (Jacarepaguá),4,3,1,103,2250.0,1000.0,1626.0
30624,Camorim,3,2,1,84,2000.0,900.0,824.0
30662,Recreio dos Bandeirantes,3,2,1,194,2000.0,2128.0,0.0
30670,Barra da Tijuca,4,3,4,148,1500.0,1600.0,196.0
30675,Vila Isabel,2,0,0,80,1000.0,500.0,25.0
30678,Humaitá,2,1,1,80,2750.0,754.0,107.0
30685,Tijuca,3,2,1,135,2500.0,1240.0,0.0
30687,Tijuca,3,0,0,100,1600.0,450.0,104.0
30692,Tijuca,3,1,0,148,2200.0,990.0,196.0
30694,Vila Isabel,3,0,0,75,1500.0,580.0,0.0
30695,Tijuca,3,0,0,96,1800.0,1000.0,96.0
30696,Barra da Tijuca,3,2,1,92,2850.0,1165.0,273.0
30703,Copacabana,3,0,0,110,2700.0,1000.0,220.0
30705,Recreio dos Bandeirantes,3,3,1,110,2200.0,569.0,173.0
30710,Vila Isabel,2,1,0,84,1700.0,550.0,108.0
30713,Tijuca,3,2,1,110,2250.0,900.0,0.0
30735,Méier,2,0,0,83,1400.0,240.0,0.0
30736,Recreio dos Bandeirantes,2,2,1,105,1800.0,754.0,253.0
30737,Olaria,2,1,0,90,1500.0,300.0,50.0
30743,Engenho de Dentro,2,1,0,80,1100.0,368.0,70.0
30749,Recreio dos Bandeirantes,2,1,1,82,2000.0,740.0,180.0
30750,Jacarepaguá,3,1,1,71,1700.0,600.0,0.0
30752,Laranjeiras,4,0,0,110,2600.0,767.0,127.0
30753,Engenho de Dentro,2,1,1,73,1200.0,750.0,0.0
30757,Botafogo,3,0,1,88,2500.0,572.0,152.0
30758,Tijuca,3,1,1,106,2000.0,900.0,0.0
30777,Pechincha,2,1,1,75,1200.0,460.0,0.0
30797,Tijuca,2,2,1,100,1600.0,810.0,138.0
30799,Recreio dos Bandeirantes,3,1,1,80,1500.0,1100.0,118.0
30806,Copacabana,3,0,0,84,2300.0,720.0,127.0
30816,Méier,3,1,0,110,1200.0,600.0,0.0
30821,Tijuca,3,1,0,110,2490.0,1100.0,141.0
30822,Tijuca,2,1,1,95,1650.0,1000.0,0.0
30828,Copacabana,3,0,0,90,2900.0,900.0,0.0
30829,Recreio dos Bandeirantes,3,2,1,100,1800.0,714.0,140.0
30831,Recreio dos Bandeirantes,2,1,2,83,1600.0,600.0,0.0
30836,Tijuca,2,1,0,84,1850.0,940.0,190.0
30838,Barra da Tijuca,2,1,1,88,2200.0,1497.0,240.0
30841,Barra da Tijuca,2,1,1,86,2500.0,1000.0,174.0
30843,Tijuca,3,0,0,80,1800.0,492.0,90.0
30844,Méier,3,1,0,75,1400.0,340.0,590.0
30847,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
30849,Tijuca,3,2,1,82,2600.0,1022.0,180.0
30874,Campinho,3,2,2,194,1700.0,1150.0,141.0
30886,Jardim Botânico,2,1,0,80,2500.0,790.0,194.0
30890,Maracanã,2,1,1,105,2800.0,600.0,0.0
30893,Recreio dos Bandeirantes,3,2,3,145,2500.0,850.0,350.0
30902,Jardim Botânico,2,1,1,72,2800.0,940.0,140.0
30904,Tijuca,2,0,1,74,2200.0,650.0,150.0
30926,Barra da Tijuca,2,3,2,115,2500.0,3800.0,600.0
30935,Tijuca,2,1,0,85,1700.0,580.0,100.0
30952,Barra da Tijuca,3,1,1,74,2250.0,600.0,74.0
30954,Tijuca,3,1,0,103,1950.0,610.0,99.0
30969,Recreio dos Bandeirantes,3,2,2,90,2500.0,650.0,0.0
30976,Tijuca,2,1,1,90,2400.0,800.0,80.0
30977,Santa Teresa,3,0,0,80,2200.0,250.0,20.0
30982,Laranjeiras,3,0,0,120,2700.0,700.0,130.0
30987,Recreio dos Bandeirantes,2,1,2,75,1700.0,1020.0,170.0
30994,Pechincha,2,1,0,80,1000.0,530.0,25.0
31004,Barra da Tijuca,2,1,1,78,1800.0,630.0,60.0
31014,Recreio dos Bandeirantes,3,2,1,118,2200.0,660.0,0.0
31022,Rio Comprido,2,1,1,90,1500.0,640.0,0.0
31028,Barra da Tijuca,2,1,1,74,2000.0,1106.0,0.0
31030,Recreio dos Bandeirantes,3,1,1,120,1800.0,724.0,205.0
31035,Recreio dos Bandeirantes,2,1,1,107,2000.0,751.0,0.0
31049,Barra da Tijuca,3,2,2,72,2400.0,610.0,67.0
31051,Recreio dos Bandeirantes,2,1,1,117,1400.0,650.0,143.0
31074,Recreio dos Bandeirantes,3,2,2,102,2500.0,536.0,200.0
31077,Botafogo,2,0,0,80,2500.0,800.0,0.0
31108,Laranjeiras,3,2,0,155,1500.0,2600.0,328.0
31112,Tijuca,3,1,0,115,2250.0,1000.0,0.0
31119,Recreio dos Bandeirantes,2,1,1,75,1800.0,677.0,132.0
31130,Copacabana,3,0,0,92,1900.0,1386.0,111.0
31131,Grajaú,2,1,2,84,1700.0,551.0,0.0
31147,Recreio dos Bandeirantes,2,2,0,200,1800.0,741.0,0.0
31149,Tijuca,3,1,0,85,2000.0,935.0,0.0
31171,Copacabana,3,0,0,80,2700.0,760.0,180.0
31172,Tijuca,2,1,1,90,2500.0,970.0,165.0
31186,Leme,2,0,0,82,2800.0,740.0,0.0
31203,Freguesia (Jacarepaguá),3,2,1,91,2000.0,870.0,120.0
31214,Recreio dos Bandeirantes,3,3,3,146,2000.0,1300.0,660.0
31223,Recreio dos Bandeirantes,2,2,1,75,1700.0,670.0,140.0
31224,Vila Valqueire,2,1,0,73,1100.0,610.0,0.0
31235,Grajaú,2,0,0,78,1800.0,450.0,35.0
31246,Freguesia (Jacarepaguá),5,3,2,261,2500.0,2160.0,3900.0
31258,Recreio dos Bandeirantes,2,1,1,117,1500.0,650.0,143.0
31263,Recreio dos Bandeirantes,2,1,1,76,1900.0,740.0,124.0
31269,Recreio dos Bandeirantes,3,1,1,95,1800.0,1250.0,0.0
31278,Curicica,3,1,1,71,1500.0,630.0,0.0
31283,Recreio dos Bandeirantes,3,2,1,101,1600.0,722.0,236.0
31293,Laranjeiras,3,0,0,125,2700.0,600.0,34.0
31297,Barra da Tijuca,3,2,1,104,2400.0,800.0,205.0
31303,Freguesia (Jacarepaguá),3,2,1,120,1500.0,732.0,1390.0
31311,Recreio dos Bandeirantes,3,2,1,184,2200.0,1300.0,200.0
31316,Recreio dos Bandeirantes,3,1,1,86,1900.0,536.0,167.0
31318,Recreio dos Bandeirantes,2,2,1,84,1500.0,900.0,131.0
31328,Freguesia (Jacarepaguá),4,2,3,186,2500.0,1100.0,1700.0
31345,Recreio dos Bandeirantes,3,1,1,76,1100.0,788.0,147.0
31349,Tijuca,2,1,1,75,1300.0,550.0,0.0
31350,Pechincha,3,1,1,93,1400.0,984.0,84.0
31364,Barra da Tijuca,2,1,2,80,1900.0,1000.0,180.0
31370,Jardim Botânico,2,0,1,74,2800.0,1423.0,0.0
31384,Barra da Tijuca,2,1,1,85,2950.0,700.0,61.0
31398,Tijuca,3,2,1,119,2500.0,830.0,0.0
31400,Recreio dos Bandeirantes,3,2,1,92,2000.0,600.0,100.0
31404,Barra da Tijuca,2,1,1,74,2000.0,1300.0,250.0
31413,Barra da Tijuca,3,2,1,110,2800.0,1100.0,361.0
31425,Recreio dos Bandeirantes,3,2,1,203,2900.0,980.0,3050.0
31427,Freguesia (Jacarepaguá),3,1,1,107,1990.0,1040.0,178.0
31435,Humaitá,2,1,1,105,2300.0,1280.0,231.0
31443,Maracanã,3,1,2,130,2690.0,1000.0,150.0
31448,Tijuca,3,1,0,73,2100.0,650.0,97.0
31450,Jardim Guanabara,3,0,0,80,1700.0,380.0,130.0
31454,Recreio dos Bandeirantes,2,1,1,82,1800.0,890.0,129.0
31469,Engenho Novo,3,0,0,80,1500.0,450.0,0.0
31474,Recreio dos Bandeirantes,2,1,1,71,2000.0,490.0,0.0
31490,Vila Isabel,2,1,0,74,1400.0,630.0,0.0
31507,Tijuca,3,1,1,105,2350.0,893.0,147.0
31531,Copacabana,3,0,0,110,2700.0,1000.0,20.0
31554,Méier,2,0,1,71,1100.0,681.0,0.0
31556,Jardim Guanabara,2,1,0,95,1650.0,405.0,620.0
31558,Ipanema,2,0,0,76,2300.0,650.0,162.0
31562,Pechincha,3,2,1,77,1600.0,650.0,0.0
31567,Camorim,3,1,1,73,1600.0,596.0,10.0
31580,Recreio dos Bandeirantes,3,1,1,80,2500.0,600.0,0.0
31585,Freguesia (Jacarepaguá),2,2,1,94,1700.0,929.0,130.0
31590,Copacabana,2,0,0,108,2950.0,1150.0,0.0
31593,Copacabana,2,0,0,85,2800.0,750.0,119.0
31599,Tijuca,2,0,0,77,1800.0,505.0,0.0
31600,Jacarepaguá,3,1,1,72,1800.0,700.0,0.0
31610,Barra da Tijuca,2,1,1,74,1800.0,1100.0,120.0
31615,Flamengo,3,1,0,90,2800.0,760.0,111.0
31623,Pechincha,2,1,1,78,1200.0,660.0,59.0
31634,Realengo,2,1,0,80,800.0,253.0,0.0
31645,Barra da Tijuca,2,1,1,90,2500.0,1100.0,134.0
31658,Recreio dos Bandeirantes,3,2,1,100,2100.0,763.0,1812.0
31670,Tijuca,3,1,1,79,1950.0,1100.0,0.0
31678,Tijuca,2,1,0,76,1400.0,772.0,83.0
31687,Copacabana,2,0,0,80,2500.0,800.0,0.0
31705,Copacabana,3,0,0,114,2800.0,850.0,203.0
31708,Taquara,3,1,1,74,1400.0,650.0,70.0
31709,Tijuca,4,1,0,131,2800.0,585.0,1377.0
31710,Recreio dos Bandeirantes,2,0,1,100,2000.0,898.0,1305.0
31712,Méier,3,0,0,80,950.0,340.0,0.0
31716,Todos os Santos,2,1,0,72,1500.0,410.0,50.0
31729,Recreio dos Bandeirantes,3,2,1,100,2491.0,500.0,0.0
31745,Barra da Tijuca,2,1,1,80,2500.0,960.0,0.0
31750,São Conrado,2,1,1,88,2100.0,1200.0,0.0
31757,Recreio dos Bandeirantes,3,1,1,90,2300.0,950.0,0.0
31765,Copacabana,3,1,0,95,2900.0,1300.0,160.0
31771,Copacabana,2,0,0,80,2300.0,895.0,172.0
31780,Barra da Tijuca,4,3,4,148,2500.0,1370.0,0.0
31782,Engenho de Dentro,2,1,0,84,1200.0,402.0,0.0
31805,Andaraí,2,1,0,86,1900.0,559.0,0.0
31810,Recreio dos Bandeirantes,3,3,1,110,1500.0,873.0,0.0
31814,Tijuca,3,0,0,88,1600.0,804.0,92.0
31819,Maracanã,3,1,0,90,1500.0,300.0,71.0
31827,Méier,2,1,1,80,1200.0,800.0,14.0
31830,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0
31834,Méier,3,1,1,85,1700.0,790.0,135.0
31836,Tijuca,3,1,1,110,1450.0,1295.0,0.0
31839,Barra da Tijuca,3,1,1,87,1600.0,1322.0,0.0
31840,Recreio dos Bandeirantes,4,2,2,160,1900.0,1038.0,0.0
31866,Copacabana,2,0,0,100,2600.0,1500.0,130.0
31882,Andaraí,2,0,0,81,1200.0,400.0,75.0
31887,Recreio dos Bandeirantes,3,2,2,75,1800.0,900.0,1094.0
31888,Copacabana,2,0,0,80,2900.0,962.0,140.0
31907,Barra da Tijuca,2,0,1,81,2500.0,1510.0,0.0
31911,Copacabana,2,0,0,110,2700.0,1030.0,240.0
31922,Copacabana,2,0,0,72,2300.0,665.0,0.0
31929,Copacabana,2,0,0,79,1950.0,1011.0,0.0
31949,Recreio dos Bandeirantes,3,1,2,82,1500.0,484.0,0.0
31955,Recreio dos Bandeirantes,3,1,1,88,2000.0,850.0,200.0
31956,Recreio dos Bandeirantes,3,2,1,92,2000.0,500.0,154.0
31957,Ilha do Governador,2,1,1,90,2400.0,405.0,170.0
31962,Copacabana,3,0,1,120,2800.0,1050.0,100.0
31976,Tijuca,3,1,1,125,2400.0,870.0,141.0
31978,Tijuca,2,1,0,80,1000.0,614.0,0.0
32009,Recreio dos Bandeirantes,3,2,1,80,1800.0,670.0,207.0
32010,Laranjeiras,2,1,1,86,2800.0,1219.0,213.0
32038,Recreio dos Bandeirantes,2,0,1,80,1000.0,1100.0,230.0
32040,Botafogo,2,0,0,73,2400.0,590.0,141.0
32047,Recreio dos Bandeirantes,3,1,2,83,1700.0,870.0,193.0
32057,Maracanã,2,1,0,71,1500.0,650.0,50.0
32078,Méier,3,1,1,104,1800.0,815.0,182.0
32081,Sampaio,2,0,0,78,750.0,298.0,13.0
32083,Recreio dos Bandeirantes,3,2,1,105,2000.0,815.0,206.0
32093,Barra da Tijuca,2,1,1,90,2300.0,1300.0,0.0
32097,Barra da Tijuca,2,1,1,88,2400.0,960.0,98.0
32116,Tijuca,2,0,0,75,2100.0,482.0,88.0
32117,Recreio dos Bandeirantes,2,1,1,91,1600.0,776.0,160.0
32118,Flamengo,3,0,0,80,2400.0,650.0,0.0
32122,Copacabana,3,1,0,130,2950.0,1260.0,188.0
32126,Recreio dos Bandeirantes,2,1,0,80,2600.0,1680.0,140.0
32128,Méier,3,2,0,96,2000.0,600.0,0.0
32136,Recreio dos Bandeirantes,3,1,1,137,2500.0,700.0,0.0
32138,Jardim Botânico,3,1,0,100,2900.0,1087.0,176.0
32147,Jardim Guanabara,3,2,1,104,2700.0,700.0,160.0
32150,Barra da Tijuca,2,1,2,100,2709.0,1140.0,0.0
32158,Recreio dos Bandeirantes,3,2,1,105,2500.0,662.0,0.0
32165,Recreio dos Bandeirantes,2,1,2,95,2500.0,862.0,100.0
32171,Laranjeiras,2,0,1,80,1800.0,1200.0,96.0
32175,Barra da Tijuca,2,1,1,100,2700.0,1150.0,0.0
32178,Copacabana,3,1,0,105,2700.0,1125.0,232.0
32180,Freguesia (Jacarepaguá),4,4,2,260,2700.0,1845.0,0.0
32188,Jacarepaguá,2,1,1,82,2350.0,543.0,135.0
32192,Recreio dos Bandeirantes,3,1,1,85,2300.0,800.0,140.0
32195,Leblon,2,2,1,90,2800.0,1373.0,457.0
32198,Tijuca,3,0,0,92,1600.0,805.0,160.0
32214,Freguesia (Jacarepaguá),3,2,1,135,2250.0,900.0,207.0
32228,Flamengo,2,0,0,81,2500.0,595.0,136.0
32248,Ipanema,2,0,0,115,2700.0,1570.0,175.0
32254,Lagoa,2,1,0,72,2100.0,1075.0,230.0
32273,Freguesia (Jacarepaguá),3,2,1,132,1800.0,1197.0,860.0
32279,Barra da Tijuca,2,2,1,73,2750.0,1312.0,135.0
32295,Recreio dos Bandeirantes,2,2,1,90,2500.0,520.0,210.0
32309,Méier,3,1,1,101,1900.0,1123.0,140.0
32323,São Francisco Xavier,2,1,0,101,2000.0,431.0,124.0
32338,Tijuca,3,1,1,165,2650.0,1308.0,0.0
